T;Ax;Ay;Az;CLASS
260850.00;-0.25;0.33;0.87;Negative
260900.00;-0.20;0.42;1.03;Negative
260950.00;-0.29;0.47;1.11;Negative
261000.00;-0.12;-0.02;0.98;Negative
261050.00;-0.05;-0.19;0.91;Negative
261100.00;0.09;-0.54;0.70;Negative
261150.00;0.14;-0.65;0.72;Negative
261200.00;0.36;-0.61;0.83;Negative
261250.00;0.26;-0.61;0.77;Negative
261300.00;0.23;-0.57;0.74;Negative
261350.00;0.15;-0.56;0.77;Negative
261400.00;0.12;-0.72;0.68;Negative
261450.00;0.14;-0.55;0.65;Negative
261500.00;0.35;-0.18;0.95;Negative
261550.00;0.24;0.30;0.48;Negative
261600.00;0.42;0.82;1.24;Negative
261650.00;-0.09;0.38;0.99;Negative
261700.00;-0.08;0.56;0.96;Negative
261750.00;-0.05;0.57;0.83;Negative
261800.00;-0.07;0.55;0.84;Negative
261850.00;-0.10;0.55;0.90;Negative
261900.00;-0.15;0.49;0.86;Negative
261950.00;-0.11;0.49;0.96;Negative
262000.00;-0.12;0.52;1.06;Negative
262050.00;-0.13;0.30;0.89;Negative
262100.00;-0.05;0.24;1.02;Negative
262150.00;0.04;-0.16;0.80;Negative
262200.00;-0.04;-0.52;0.69;Negative
262250.00;0.02;-0.59;0.91;Negative
262300.00;0.02;-0.44;0.84;Negative
262350.00;0.00;-0.48;0.90;Negative
262400.00;0.00;-0.50;0.90;Negative
262450.00;-0.02;-0.52;0.89;Negative
262500.00;-0.03;-0.61;0.82;Negative
262550.00;-0.03;-0.43;0.70;Negative
262600.00;-0.00;0.24;1.41;Negative
262650.00;0.15;0.68;0.84;Negative
262700.00;-0.08;0.53;0.96;Negative
262750.00;-0.17;0.52;0.89;Negative
262800.00;-0.12;0.50;0.83;Negative
262850.00;-0.14;0.50;0.83;Negative
262900.00;-0.27;0.40;0.74;Negative
262950.00;-0.47;0.51;0.73;Negative
263000.00;-0.60;0.48;0.57;Negative
263050.00;-0.81;0.53;0.37;Negative
263100.00;-1.14;0.77;-0.09;Negative
263150.00;-0.94;0.30;0.05;Negative
263200.00;-1.23;0.57;-0.06;Negative
263250.00;-0.84;0.65;-0.06;Negative
263300.00;-0.65;0.18;-0.32;Negative
263350.00;-0.92;0.02;-0.22;Negative
263400.00;-1.23;0.18;0.04;Negative
263450.00;-1.09;0.03;0.19;Negative
263500.00;-1.11;0.01;0.60;Negative
263550.00;-0.82;0.04;0.14;Negative
263600.00;-0.40;-0.31;0.52;Negative
263650.00;-0.88;0.09;1.26;Negative
263700.00;-0.60;0.07;0.61;Negative
263750.00;-0.77;-0.38;0.27;Negative
263800.00;-0.48;-0.26;0.87;Negative
263850.00;-0.25;-0.47;0.91;Negative
263900.00;-0.36;-0.32;1.32;Negative
263950.00;0.01;-0.07;1.51;Negative
264000.00;-0.22;-0.03;1.41;Negative
264050.00;-0.22;-0.20;0.82;Negative
264100.00;-0.01;0.35;0.87;Negative
264150.00;0.05;0.12;0.42;Negative
264200.00;-0.35;-0.03;0.83;Negative
264250.00;-0.08;-0.11;0.26;Negative
264300.00;-0.72;0.04;0.51;Negative
264350.00;0.08;-0.00;1.34;Negative
264400.00;0.53;-0.35;2.00;Negative
264450.00;-0.30;-0.15;1.86;Negative
264500.00;-2.00;-0.60;2.00;Negative
264550.00;0.58;-0.32;1.07;Negative
264600.00;-0.06;0.11;0.04;Negative
264650.00;0.00;0.21;0.00;Negative
264700.00;0.01;0.30;-0.03;Negative
264750.00;0.03;0.33;-0.12;Negative
264800.00;-0.02;0.18;-0.18;Negative
264850.00;-0.02;0.03;-0.16;Negative
264900.00;-0.02;-0.02;-0.02;Negative
264950.00;-0.38;-1.02;-0.25;Negative
265000.00;-0.56;1.75;0.92;Negative
265050.00;-0.20;2.00;1.26;Negative
265100.00;-0.95;0.15;1.42;Negative
265150.00;-0.30;-0.00;0.32;Negative
265200.00;-0.10;0.49;1.72;Negative
265250.00;-0.49;0.39;0.74;Negative
265300.00;-0.17;0.05;0.53;Negative
265350.00;-0.12;-0.21;0.49;Negative
265400.00;-0.27;0.21;1.25;Negative
265450.00;-0.39;0.37;1.38;Negative
265500.00;-0.26;-0.06;1.45;Negative
265550.00;0.34;0.06;1.95;Negative
265600.00;-0.21;-0.00;0.64;Negative
265650.00;-0.34;-0.26;0.24;Negative
265700.00;-0.10;-0.08;-0.04;Negative
265750.00;-0.42;-0.41;0.10;Negative
265800.00;-0.52;-0.28;1.07;Negative
265850.00;-0.47;-0.13;2.00;Negative
265900.00;0.09;0.22;2.00;Negative
265950.00;-0.26;-0.01;1.04;Negative
266000.00;-0.12;-0.12;0.25;Negative
266050.00;-0.22;-0.17;0.26;Negative
266100.00;-0.13;-0.28;-0.58;Negative
266150.00;0.15;-0.14;0.23;Negative
266200.00;-0.60;-0.21;0.57;Negative
266250.00;-0.55;-0.65;2.00;Negative
266300.00;1.27;-0.13;2.00;Negative
266350.00;-0.02;-0.05;1.81;Negative
266400.00;-0.16;0.18;0.43;Negative
266450.00;-0.10;-0.07;0.05;Negative
266500.00;-0.23;-0.12;0.11;Negative
266550.00;-0.59;-0.31;-0.75;Negative
266600.00;-0.36;0.17;-0.07;Negative
266650.00;-0.63;0.03;0.44;Negative
266700.00;-0.28;-0.46;0.77;Negative
266750.00;-0.13;-0.75;1.41;Negative
266800.00;0.51;-1.15;1.95;Negative
266850.00;-0.42;-0.36;1.71;Negative
266900.00;-0.36;-0.35;1.06;Negative
266950.00;0.04;-0.68;0.31;Negative
267000.00;-0.27;-0.28;0.70;Negative
267050.00;-0.39;-0.13;0.65;Negative
267100.00;-0.37;-0.15;0.56;Negative
267150.00;-0.37;-0.19;0.57;Negative
267200.00;-0.39;-0.17;0.70;Negative
267250.00;-0.38;-0.14;0.84;Negative
267300.00;-0.35;-0.16;0.91;Negative
267350.00;-0.37;-0.13;0.94;Negative
267400.00;-0.34;-0.17;0.96;Negative
267450.00;-0.32;-0.18;0.89;Negative
267500.00;-0.32;-0.22;0.83;Negative
267550.00;-0.55;-0.32;1.22;Negative
267600.00;-0.15;0.05;1.69;Negative
267650.00;0.39;0.17;1.09;Negative
267700.00;-0.01;0.10;1.21;Negative
267750.00;0.11;-0.08;1.08;Negative
267800.00;0.17;-0.05;1.02;Negative
267850.00;-0.25;-0.07;0.96;Negative
267900.00;-0.30;-0.04;0.76;Negative
267950.00;-0.58;-0.27;0.88;Negative
268000.00;-0.49;-0.20;0.75;Negative
268050.00;-0.36;-0.13;0.69;Negative
268100.00;-0.27;-0.05;0.94;Negative
268150.00;-0.07;0.09;1.09;Negative
268200.00;0.14;0.27;0.98;Negative
268250.00;-0.11;0.14;1.02;Negative
268300.00;-0.19;0.05;0.95;Negative
268350.00;-0.27;0.07;1.09;Negative
268400.00;-0.27;0.05;0.99;Negative
268450.00;-0.25;0.14;1.06;Negative
268500.00;-0.21;0.19;1.10;Negative
268550.00;-0.01;0.24;0.97;Negative
268600.00;0.18;0.33;0.80;Negative
268650.00;0.20;0.29;0.85;Negative
268700.00;0.05;0.38;0.85;Negative
268750.00;0.19;0.63;0.74;Negative
268800.00;0.12;0.74;0.82;Negative
268850.00;0.07;0.69;0.85;Negative
268900.00;0.38;0.62;0.36;Negative
268950.00;0.13;0.82;0.42;Negative
269000.00;0.08;0.91;0.63;Negative
269050.00;0.40;1.01;0.01;Negative
269100.00;0.05;0.83;0.20;Negative
269150.00;-0.27;0.84;0.31;Negative
269200.00;-0.19;1.03;-0.19;Negative
269250.00;-0.56;1.14;0.08;Negative
269300.00;-0.30;0.91;-0.28;Negative
269350.00;-0.39;0.59;-0.37;Negative
269400.00;-0.60;0.21;-0.93;Negative
269450.00;-0.81;0.07;-0.38;Negative
269500.00;-1.00;-0.27;-0.61;Negative
269550.00;-1.40;-0.40;-0.09;Negative
269600.00;-1.02;-0.53;-0.36;Negative
269650.00;-0.75;-0.41;-0.20;Negative
269700.00;-0.60;-0.70;-0.08;Negative
269750.00;-0.79;-0.49;0.81;Negative
269800.00;-0.48;-0.01;0.58;Negative
269850.00;-0.47;0.08;0.86;Negative
269900.00;-0.63;-0.03;0.92;Negative
269950.00;-0.58;-0.13;0.73;Negative
270000.00;-0.31;0.03;0.93;Negative
270050.00;-0.24;0.35;1.02;Negative
270100.00;-0.28;0.06;0.98;Negative
270150.00;-0.41;0.21;1.21;Negative
270200.00;-0.26;0.15;0.98;Negative
270250.00;-0.32;0.04;0.89;Negative
270300.00;-0.30;0.10;0.97;Negative
270350.00;-0.34;0.09;0.96;Negative
270400.00;-0.34;0.11;1.00;Negative
270450.00;-0.32;0.08;0.94;Negative
270500.00;-0.36;0.06;0.97;Negative
270550.00;-0.31;0.01;0.91;Negative
270600.00;-0.37;0.07;0.95;Negative
270650.00;-0.34;0.06;0.95;Negative
270700.00;-0.32;0.05;0.93;Negative
270750.00;-0.32;0.03;0.97;Negative
270800.00;-0.29;0.05;0.91;Negative
270850.00;-0.33;0.14;1.01;Negative
270900.00;-0.24;0.24;1.37;Negative
270950.00;-0.88;0.83;2.00;Negative
271000.00;-0.85;0.90;1.63;Negative
271050.00;-0.02;0.04;-0.02;Negative
271100.00;0.01;0.07;0.05;Negative
271150.00;0.01;0.09;0.11;Negative
271200.00;-0.04;0.07;0.05;Negative
271250.00;-0.06;0.07;-0.01;Negative
271300.00;-0.20;0.03;0.81;Negative
271350.00;-0.44;-0.13;0.61;Negative
271400.00;-0.16;0.06;0.63;Negative
271450.00;-0.17;0.04;0.72;Negative
271500.00;-0.23;0.15;0.89;Negative
271550.00;-0.04;0.56;1.41;Negative
271600.00;-0.03;0.51;1.26;Negative
271650.00;-0.05;0.31;0.99;Negative
271700.00;-0.24;0.29;0.90;Negative
271750.00;-0.23;0.28;0.81;Negative
271800.00;-0.32;0.42;0.92;Negative
271850.00;-0.48;0.45;0.97;Negative
271900.00;-0.44;0.35;0.94;Negative
271950.00;-0.29;0.37;1.06;Negative
272000.00;-0.16;0.28;0.97;Negative
272050.00;-0.04;0.31;0.85;Negative
272100.00;-0.06;0.37;0.88;Negative
272150.00;-0.09;0.35;0.90;Negative
272200.00;-0.11;0.41;0.94;Negative
272250.00;0.01;0.44;1.06;Negative
272300.00;-0.05;0.33;0.83;Negative
272350.00;-0.09;0.37;0.84;Negative
272400.00;-0.15;0.55;0.93;Negative
272450.00;-0.78;0.30;0.85;Negative
272500.00;-1.19;0.30;1.17;Negative
272550.00;-1.09;0.26;0.77;Negative
272600.00;-0.77;-0.35;0.43;Negative
272650.00;-0.73;-0.27;0.59;Negative
272700.00;-0.69;-0.64;0.35;Negative
272750.00;-0.77;-0.81;0.45;Negative
272800.00;-0.84;-1.25;0.28;Negative
272850.00;-0.68;-1.66;0.43;Negative
272900.00;-0.22;-1.27;0.38;Negative
272950.00;0.19;-0.80;0.37;Negative
273000.00;-0.40;-0.38;0.73;Negative
273050.00;-0.09;-0.32;-0.93;Negative
273100.00;-0.80;0.72;1.03;Negative
273150.00;-1.03;0.25;0.09;Negative
273200.00;-1.20;-0.26;0.31;Negative
273250.00;-0.99;0.07;0.66;Negative
273300.00;-0.70;-0.65;0.21;Negative
273350.00;-1.16;-0.26;0.39;Negative
273400.00;-1.19;-0.00;0.37;Negative
273450.00;-0.74;0.50;0.61;Negative
273500.00;-0.26;0.08;0.37;Negative
273550.00;-0.34;0.06;0.77;Negative
273600.00;-0.06;-1.52;0.02;Negative
273650.00;-0.37;-1.27;-0.03;Negative
273700.00;-0.83;-1.79;-0.04;Negative
273750.00;-0.78;-0.59;0.45;Negative
273800.00;-0.84;-1.12;0.29;Negative
273850.00;-1.17;-1.04;0.46;Negative
273900.00;-0.84;-1.15;0.19;Negative
273950.00;-1.10;-1.12;0.31;Negative
274000.00;-0.82;-1.11;0.38;Negative
274050.00;-0.28;-1.49;-0.06;Negative
274100.00;-0.21;-1.11;0.05;Negative
274150.00;0.01;-0.83;0.11;Negative
274200.00;-0.18;-0.18;-0.19;Negative
274250.00;-0.53;1.23;-0.07;Negative
274300.00;-1.71;0.65;0.13;Negative
274350.00;-1.72;0.33;1.11;Negative
274400.00;-0.82;-0.17;0.07;Negative
274450.00;-0.49;-0.57;-0.17;Negative
274500.00;-0.86;-0.45;0.17;Negative
274550.00;-1.16;-0.36;0.39;Negative
274600.00;-1.02;-0.34;0.46;Negative
274650.00;-0.95;-0.06;0.59;Negative
274700.00;-1.04;-0.07;0.52;Negative
274750.00;-0.55;-0.29;0.49;Negative
274800.00;-0.39;-0.49;0.56;Negative
274850.00;-0.36;-0.53;0.64;Negative
274900.00;-0.35;-0.63;0.78;Negative
274950.00;-0.29;-0.41;0.80;Negative
275000.00;-0.28;-0.32;0.94;Negative
275050.00;-0.42;-0.40;0.79;Negative
275100.00;-1.01;-0.43;1.55;Negative
275150.00;-0.42;-0.20;0.92;Negative
275200.00;-0.37;-0.45;0.67;Negative
275250.00;-0.42;-0.24;0.90;Negative
275300.00;-0.43;-0.16;0.99;Negative
275350.00;-0.39;-0.28;0.88;Negative
275400.00;-0.40;-0.28;0.88;Negative
275450.00;-0.47;-0.23;0.90;Negative
275500.00;-0.43;-0.27;0.86;Negative
275550.00;-0.46;-0.24;0.93;Negative
275600.00;-0.37;-0.26;0.89;Negative
275650.00;-0.35;-0.29;0.88;Negative
275700.00;-0.38;-0.29;0.90;Negative
275750.00;-0.41;-0.30;0.89;Negative
275800.00;-0.44;-0.31;0.93;Negative
275850.00;-0.43;-0.24;1.00;Negative
275900.00;-0.38;-0.24;1.07;Negative
275950.00;0.03;-0.42;0.65;Negative
276000.00;-0.12;-0.54;0.76;Negative
276050.00;-0.29;-0.39;0.93;Negative
276100.00;-0.33;-0.47;0.87;Negative
276150.00;-0.23;-0.59;0.74;Negative
276200.00;-0.24;-0.50;0.81;Negative
276250.00;-0.33;-0.32;0.85;Negative
276300.00;-0.30;-0.29;0.69;Negative
276350.00;-0.57;0.25;1.03;Negative
276400.00;-0.13;0.18;1.00;Negative
276450.00;-0.02;0.32;1.06;Negative
276500.00;-0.16;0.27;1.08;Negative
276550.00;-0.29;0.12;0.98;Negative
276600.00;-0.24;0.09;1.22;Negative
276650.00;-0.17;0.09;0.92;Negative
276700.00;-0.27;-0.03;0.94;Negative
276750.00;-0.10;-0.12;0.73;Negative
276800.00;-0.47;0.11;0.87;Negative
276850.00;-0.40;-0.22;0.56;Negative
276900.00;-1.31;0.51;1.33;Negative
276950.00;-0.71;0.06;0.87;Negative
277000.00;-0.05;-0.16;0.50;Negative
277050.00;-0.15;0.71;1.12;Negative
277100.00;-0.35;0.41;1.00;Negative
277150.00;-0.39;0.17;0.93;Negative
277200.00;-0.30;0.08;0.83;Negative
277250.00;-0.28;0.33;0.89;Negative
277300.00;-0.35;0.52;1.07;Negative
277350.00;-0.30;0.25;0.87;Negative
277400.00;-0.18;0.28;0.85;Negative
277450.00;-0.16;0.44;0.94;Negative
277500.00;-0.22;0.44;0.93;Negative
277550.00;-0.19;1.10;0.97;Negative
277600.00;-0.07;0.98;1.20;Negative
277650.00;-0.20;0.33;0.63;Negative
277700.00;-0.19;-0.20;0.46;Negative
277750.00;-0.29;-0.59;0.29;Negative
277800.00;-0.36;-0.84;0.52;Negative
277850.00;-0.45;-0.52;0.92;Negative
277900.00;-0.18;-0.21;1.11;Negative
277950.00;-0.07;-0.12;1.08;Negative
278000.00;-0.59;-0.06;1.25;Negative
278050.00;-0.34;-0.64;0.64;Negative
278100.00;0.17;-0.18;0.69;Negative
278150.00;-0.40;0.70;1.21;Negative
278200.00;-1.50;-0.03;1.66;Negative
278250.00;-0.98;-0.41;1.04;Negative
278300.00;-0.32;-0.31;0.53;Negative
278350.00;0.19;-0.51;-0.10;Negative
278400.00;0.46;0.37;0.55;Negative
278450.00;-0.76;0.96;1.70;Negative
278500.00;-1.45;-0.35;1.27;Negative
278550.00;-0.84;-0.62;0.36;Negative
278600.00;0.47;-0.16;-0.04;Negative
278650.00;0.99;1.41;0.93;Negative
278700.00;-1.47;0.42;1.75;Negative
278750.00;-1.77;-0.18;1.00;Negative
278800.00;-1.71;-0.88;0.60;Negative
278850.00;-0.92;-0.42;0.05;Negative
278900.00;-0.16;-0.83;-0.21;Negative
278950.00;0.52;0.13;-0.02;Negative
279000.00;0.89;0.42;0.68;Negative
279050.00;0.58;0.71;1.25;Negative
279100.00;0.09;-0.08;1.39;Negative
279150.00;0.15;-0.17;1.25;Negative
279200.00;0.43;-0.00;1.14;Negative
279250.00;0.63;0.52;1.11;Negative
279300.00;0.31;0.53;0.81;Negative
279350.00;-0.05;0.24;0.41;Negative
279400.00;-0.71;-0.20;0.15;Negative
279450.00;-0.87;-0.42;0.01;Negative
279500.00;-0.90;0.09;-0.19;Negative
279550.00;-0.99;-0.16;-0.56;Negative
279600.00;-1.43;-0.19;-0.52;Negative
279650.00;-1.53;0.07;-0.44;Negative
279700.00;-1.40;-0.03;-0.26;Negative
279750.00;-0.97;-0.04;-0.20;Negative
279800.00;-0.76;-0.14;-0.12;Negative
279850.00;-0.57;-0.02;-0.01;Negative
279900.00;-0.73;0.22;0.05;Negative
279950.00;-1.34;0.27;-0.04;Negative
280000.00;-1.75;-0.09;-0.18;Negative
280050.00;-1.47;-0.08;-0.22;Negative
280100.00;-1.11;-0.11;-0.07;Negative
280150.00;-0.85;-0.11;-0.12;Negative
280200.00;-0.75;-0.15;-0.12;Negative
280250.00;-0.86;-0.23;-0.04;Negative
280300.00;-0.97;-0.02;-0.08;Negative
280350.00;-1.06;-0.14;-0.06;Negative
280400.00;-1.04;-0.20;-0.03;Negative
280450.00;-0.78;-0.27;-0.09;Negative
280500.00;-0.62;-0.38;-0.00;Negative
280550.00;-0.55;-0.50;-0.06;Negative
280600.00;-0.47;-0.40;-0.10;Negative
280650.00;-0.57;-0.03;-0.03;Negative
280700.00;-1.14;0.21;-0.29;Negative
280750.00;-1.57;0.31;-0.71;Negative
280800.00;-1.40;-0.04;-0.98;Negative
280850.00;-1.06;-0.07;-1.10;Negative
280900.00;-1.08;-0.58;-1.29;Negative
280950.00;-0.78;-0.04;-1.19;Negative
281000.00;-0.69;-0.13;-0.24;Negative
281050.00;-0.61;-0.70;-0.37;Negative
281100.00;-0.45;-0.50;0.10;Negative
281150.00;-0.38;-0.77;0.13;Negative
281200.00;-0.14;-0.64;0.04;Negative
281250.00;-0.25;-0.85;0.16;Negative
281300.00;-0.49;-0.63;0.33;Negative
281350.00;-0.82;-0.59;0.46;Negative
281400.00;-0.72;-0.57;0.43;Negative
281450.00;-0.55;-0.56;0.47;Negative
281500.00;-0.54;-0.59;0.45;Negative
281550.00;-0.60;-0.52;0.59;Negative
281600.00;-0.73;-0.57;0.63;Negative
281650.00;-0.82;-0.48;0.72;Negative
281700.00;-0.94;-0.33;0.82;Negative
281750.00;-0.79;-0.40;0.73;Negative
281800.00;-0.69;-0.32;0.71;Negative
281850.00;-0.55;-0.38;0.62;Negative
281900.00;-0.54;-0.40;0.65;Negative
281950.00;-0.54;-0.35;0.69;Negative
282000.00;-0.60;-0.32;0.75;Negative
282050.00;-0.68;-0.30;0.80;Negative
282100.00;-0.63;-0.19;0.90;Negative
282150.00;-0.40;0.06;0.95;Negative
282200.00;-0.19;0.18;0.66;Negative
282250.00;-0.66;-0.11;0.66;Negative
282300.00;-0.91;-0.25;0.60;Negative
282350.00;-0.92;-0.14;0.59;Negative
282400.00;-1.04;-0.22;0.68;Negative
282450.00;-0.71;-0.19;0.68;Negative
282500.00;-0.54;-0.07;0.66;Negative
282550.00;-0.98;-0.09;1.00;Negative
282600.00;-0.51;-0.01;0.84;Negative
282650.00;-0.85;0.04;1.21;Negative
282700.00;-0.51;-0.03;0.76;Negative
282750.00;-0.48;-0.26;0.80;Negative
282800.00;-0.57;0.16;0.50;Negative
282850.00;-0.59;-0.55;0.63;Negative
282900.00;-0.48;-0.12;0.99;Negative
282950.00;-0.47;-0.28;0.90;Negative
283000.00;-0.37;-0.49;0.92;Negative
283050.00;-0.47;-0.53;0.67;Negative
283100.00;-0.54;-0.42;0.77;Negative
283150.00;-0.47;-0.41;0.79;Negative
283200.00;-0.51;-0.47;0.69;Negative
283250.00;-0.54;-0.50;0.62;Negative
283300.00;-0.56;-0.54;0.59;Negative
283350.00;-0.49;-0.58;0.54;Negative
283400.00;-0.47;-0.57;0.55;Negative
283450.00;-0.56;-0.59;0.58;Negative
283500.00;-0.51;-0.57;0.60;Negative
283550.00;-0.47;-0.65;0.66;Negative
283600.00;-0.44;-0.64;0.69;Negative
283650.00;-0.44;-0.65;0.67;Negative
283700.00;-0.39;-0.68;0.58;Negative
283750.00;-0.25;-0.71;0.57;Negative
283800.00;-0.26;-0.83;0.69;Negative
283850.00;-0.27;-0.91;0.40;Negative
283900.00;-0.02;-0.83;0.34;Negative
283950.00;-0.16;-0.95;0.54;Negative
284000.00;-0.39;-0.77;0.44;Negative
284050.00;-0.24;-0.84;0.53;Negative
284100.00;-0.16;-0.86;0.61;Negative
284150.00;0.01;-0.78;0.68;Negative
284200.00;0.21;-0.75;0.68;Negative
284250.00;0.13;-0.68;0.89;Negative
284300.00;0.37;-0.98;0.11;Negative
284350.00;0.48;-0.91;-0.38;Negative
284400.00;0.55;-0.77;-0.09;Negative
284450.00;0.34;-0.91;-0.38;Negative
284500.00;0.48;-0.76;0.28;Negative
284550.00;0.30;-0.98;0.30;Negative
284600.00;0.17;-1.02;0.71;Negative
284650.00;0.20;-1.13;0.35;Negative
284700.00;0.23;-1.10;0.63;Negative
284750.00;0.15;-0.89;0.65;Negative
284800.00;0.36;-0.90;-0.03;Negative
284850.00;0.42;-0.78;0.43;Negative
284900.00;0.29;-0.90;0.14;Negative
284950.00;0.52;-0.42;0.19;Negative
285000.00;0.11;-1.02;0.23;Negative
285050.00;0.10;-1.06;-0.35;Negative
285100.00;0.12;-1.03;-0.04;Negative
285150.00;0.07;-0.91;0.05;Negative
285200.00;-0.20;-1.02;-0.07;Negative
285250.00;-0.07;-0.97;-0.18;Negative
285300.00;-0.32;-1.02;-0.13;Negative
285350.00;-0.26;-0.88;-0.26;Negative
285400.00;-0.32;-0.87;-0.18;Negative
285450.00;0.34;-0.76;-0.88;Negative
285500.00;0.07;-1.45;-1.36;Negative
285550.00;0.33;-0.65;-0.11;Negative
285600.00;-0.06;-0.81;-0.18;Negative
285650.00;-0.25;-1.02;0.26;Negative
285700.00;-0.06;-0.91;-0.12;Negative
285750.00;-0.02;-0.96;-0.29;Negative
285800.00;-0.11;-1.11;-0.26;Negative
285850.00;-0.15;-1.03;-0.37;Negative
285900.00;0.00;-0.95;-0.39;Negative
285950.00;0.28;-1.11;-0.72;Negative
286000.00;0.19;-1.06;-0.55;Negative
286050.00;-0.16;-0.93;-0.21;Negative
286100.00;0.07;-0.83;0.07;Negative
286150.00;-0.02;-0.91;0.07;Negative
286200.00;0.11;-1.05;-0.02;Negative
286250.00;-0.02;-1.05;-0.05;Negative
286300.00;-0.03;-1.09;-0.06;Negative
286350.00;0.02;-1.06;0.07;Negative
286400.00;0.11;-0.94;0.07;Negative
286450.00;0.07;-0.97;0.12;Negative
286500.00;-0.03;-0.97;0.21;Negative
286550.00;-0.01;-0.97;0.27;Negative
286600.00;-0.03;-0.99;0.25;Negative
286650.00;-0.02;-0.98;0.29;Negative
286700.00;0.04;-0.98;0.26;Negative
286750.00;0.05;-0.92;0.22;Negative
286800.00;-0.17;-0.91;0.11;Negative
286850.00;-0.28;-0.88;0.53;Negative
286900.00;-0.33;-0.99;0.37;Negative
286950.00;-0.42;-0.68;0.41;Negative
287000.00;-0.38;-0.57;0.46;Negative
287050.00;-0.92;-0.97;0.31;Negative
287100.00;-0.74;-0.87;0.11;Negative
287150.00;-0.37;-0.32;-0.08;Negative
287200.00;-0.98;-0.52;0.41;Negative
287250.00;-1.04;-0.37;0.41;Negative
287300.00;-0.98;-0.21;0.28;Negative
287350.00;-1.02;-0.19;0.60;Negative
287400.00;-0.94;-0.58;-0.19;Negative
287450.00;-0.86;0.67;0.69;Negative
287500.00;-0.89;0.01;0.70;Negative
287550.00;-0.86;0.00;0.71;Negative
287600.00;-0.93;-0.12;0.27;Negative
287650.00;-0.99;-0.29;0.35;Negative
287700.00;-1.00;-0.22;0.28;Negative
287750.00;-0.90;-0.05;0.24;Negative
287800.00;-0.97;0.10;0.47;Negative
287850.00;-0.87;0.25;0.33;Negative
287900.00;-0.82;0.39;0.33;Negative
287950.00;-0.84;0.29;0.34;Negative
288000.00;-0.93;0.23;0.47;Negative
288050.00;-0.99;-0.04;0.17;Negative
288100.00;-1.04;-0.00;0.14;Negative
288150.00;-0.97;0.10;-0.16;Negative
288200.00;-0.91;-0.00;-0.06;Negative
288250.00;-1.16;-0.03;-0.05;Negative
288300.00;-1.08;-0.00;-0.28;Negative
288350.00;-1.06;-0.10;-0.63;Negative
288400.00;-1.14;-0.17;-0.56;Negative
288450.00;-0.97;-0.05;-0.07;Negative
288500.00;-0.90;0.30;0.06;Negative
288550.00;-0.92;0.48;-0.18;Negative
288600.00;-1.01;0.54;0.04;Negative
288650.00;-0.96;0.39;-0.06;Negative
288700.00;-1.19;0.24;-0.36;Negative
288750.00;-1.32;-0.43;-0.74;Negative
288800.00;-1.32;-0.27;-0.94;Negative
288850.00;-1.07;0.01;-0.55;Negative
288900.00;-0.78;0.24;-0.20;Negative
288950.00;-0.82;0.49;0.02;Negative
289000.00;-0.94;0.64;0.03;Negative
289050.00;-0.88;0.57;-0.08;Negative
289100.00;-0.91;0.38;-0.05;Negative
289150.00;-0.99;-0.09;-0.97;Negative
289200.00;-1.21;-0.07;-1.02;Negative
289250.00;-0.80;-0.01;-0.42;Negative
289300.00;-0.90;0.27;-0.20;Negative
289350.00;-0.86;0.57;0.11;Negative
289400.00;-0.94;0.73;-0.15;Negative
289450.00;-0.85;0.62;-0.27;Negative
289500.00;-0.82;0.51;-0.07;Negative
289550.00;-0.96;0.18;-0.30;Negative
289600.00;-1.26;-0.27;-1.00;Negative
289650.00;-1.09;-0.00;-0.73;Negative
289700.00;-0.86;0.34;-0.14;Negative
289750.00;-0.91;0.28;-0.11;Negative
289800.00;-0.92;0.48;0.07;Negative
289850.00;-1.01;0.54;0.03;Negative
289900.00;-0.99;0.39;0.01;Negative
289950.00;-0.99;0.30;-0.06;Negative
290000.00;-0.98;0.06;-0.17;Negative
290050.00;-0.97;-0.28;-0.83;Negative
290100.00;-0.84;-0.09;-0.67;Negative
290150.00;-0.89;0.03;-0.36;Negative
290200.00;-0.90;0.23;0.04;Negative
290250.00;-1.12;0.51;0.11;Negative
290300.00;-1.02;0.65;-0.07;Negative
290350.00;-0.98;0.43;-0.12;Negative
290400.00;-0.88;0.29;-0.21;Negative
290450.00;-1.18;-0.09;-0.10;Negative
290500.00;-1.00;-0.42;-1.04;Negative
290550.00;-1.01;-0.19;-0.71;Negative
290600.00;-0.85;0.11;-0.37;Negative
290650.00;-0.83;0.25;-0.14;Negative
290700.00;-0.96;0.36;-0.12;Negative
290750.00;-0.99;0.49;-0.06;Negative
290800.00;-0.97;0.33;-0.11;Negative
290850.00;-1.02;0.16;-0.05;Negative
290900.00;-1.24;-0.00;-0.10;Negative
