T;Ax;Ay;Az;CLASS
143550.00;-0.08;-0.15;0.74;Positive
143600.00;-0.53;-0.18;0.76;Positive
143650.00;-1.21;-0.11;1.22;Positive
143700.00;-0.76;-0.07;1.02;Positive
143750.00;-0.39;-0.13;0.85;Positive
143800.00;-0.41;-0.08;0.84;Positive
143850.00;-0.52;-0.05;0.85;Positive
143900.00;-0.50;-0.07;0.85;Positive
143950.00;-0.50;-0.08;0.88;Positive
144000.00;-0.50;-0.09;0.89;Positive
144050.00;-0.49;-0.07;0.89;Positive
144100.00;-0.49;-0.08;0.88;Positive
144150.00;-0.47;-0.07;0.87;Positive
144200.00;-0.50;-0.07;0.89;Positive
144250.00;-0.50;-0.09;0.90;Positive
144300.00;-0.51;-0.08;0.88;Positive
144350.00;-0.54;-0.06;0.90;Positive
144400.00;-0.59;-0.07;0.98;Positive
144450.00;-0.58;-0.08;0.99;Positive
144500.00;-0.66;-0.00;1.16;Positive
144550.00;-0.58;-0.05;1.14;Positive
144600.00;-0.30;-0.09;-0.06;Positive
144650.00;1.63;-0.09;-0.78;Positive
144700.00;1.81;-0.18;-0.41;Positive
144750.00;0.54;0.10;0.15;Positive
144800.00;1.09;-0.07;-0.02;Positive
144850.00;1.24;-0.13;-0.08;Positive
144900.00;1.06;-0.05;0.07;Positive
144950.00;0.79;-0.07;0.30;Positive
145000.00;0.49;-0.04;0.51;Positive
145050.00;0.07;-0.05;0.63;Positive
145100.00;-0.54;-0.13;0.79;Positive
145150.00;-1.07;-0.03;1.10;Positive
145200.00;-0.85;-0.03;1.03;Positive
145250.00;-0.48;-0.09;0.88;Positive
145300.00;-0.46;-0.07;0.85;Positive
145350.00;-0.53;-0.03;0.88;Positive
145400.00;-0.50;-0.04;0.83;Positive
145450.00;-0.55;-0.06;0.87;Positive
145500.00;-0.54;-0.08;0.88;Positive
145550.00;-0.52;-0.09;0.88;Positive
145600.00;-0.54;-0.05;0.87;Positive
145650.00;-0.51;-0.04;0.86;Positive
145700.00;-0.52;-0.05;0.86;Positive
145750.00;-0.56;-0.05;0.90;Positive
145800.00;-0.60;-0.06;0.93;Positive
145850.00;-0.71;-0.06;1.04;Positive
145900.00;-0.58;-0.05;1.04;Positive
145950.00;-0.57;-0.04;1.07;Positive
146000.00;-0.44;-0.04;0.33;Positive
146050.00;1.10;0.06;-0.75;Positive
146100.00;1.90;-0.17;-0.63;Positive
146150.00;0.76;0.10;0.15;Positive
146200.00;0.86;-0.12;0.10;Positive
146250.00;1.17;-0.12;0.05;Positive
146300.00;1.05;-0.09;0.11;Positive
146350.00;1.00;-0.10;0.21;Positive
146400.00;0.91;-0.12;0.37;Positive
146450.00;0.81;-0.09;0.47;Positive
146500.00;0.56;-0.05;0.62;Positive
146550.00;0.27;-0.10;0.58;Positive
146600.00;-0.42;-0.08;0.81;Positive
146650.00;-1.17;-0.00;0.92;Positive
146700.00;-1.26;0.02;1.14;Positive
146750.00;-0.53;-0.11;0.77;Positive
146800.00;-0.47;-0.07;0.76;Positive
146850.00;-0.68;-0.00;0.82;Positive
146900.00;-0.59;-0.04;0.76;Positive
146950.00;-0.60;-0.03;0.79;Positive
147000.00;-0.62;-0.06;0.80;Positive
147050.00;-0.64;-0.06;0.82;Positive
147100.00;-0.62;-0.05;0.82;Positive
147150.00;-0.62;-0.05;0.80;Positive
147200.00;-0.63;-0.05;0.80;Positive
147250.00;-0.60;-0.05;0.80;Positive
147300.00;-0.70;-0.03;0.84;Positive
147350.00;-0.70;-0.02;0.95;Positive
147400.00;-0.74;-0.04;1.04;Positive
147450.00;-0.56;-0.06;0.99;Positive
147500.00;-0.59;0.00;0.76;Positive
147550.00;-0.23;-0.10;-0.63;Positive
147600.00;1.82;-0.09;-0.94;Positive
147650.00;1.95;-0.16;-0.74;Positive
147700.00;0.03;-0.05;0.32;Positive
147750.00;1.42;-0.02;-0.18;Positive
147800.00;1.29;-0.19;-0.12;Positive
147850.00;0.97;-0.10;0.08;Positive
147900.00;0.76;-0.12;0.27;Positive
147950.00;0.39;-0.15;0.45;Positive
148000.00;-0.15;-0.20;0.59;Positive
148050.00;-0.86;-0.08;0.64;Positive
148100.00;-1.42;-0.01;1.12;Positive
148150.00;-0.91;-0.09;0.96;Positive
148200.00;-0.26;-0.18;0.72;Positive
148250.00;-0.46;-0.07;0.81;Positive
148300.00;-0.65;-0.06;0.83;Positive
148350.00;-0.56;-0.09;0.83;Positive
148400.00;-0.54;-0.09;0.84;Positive
148450.00;-0.58;-0.09;0.88;Positive
148500.00;-0.58;-0.11;0.87;Positive
148550.00;-0.55;-0.09;0.83;Positive
148600.00;-0.55;-0.09;0.81;Positive
148650.00;-0.57;-0.09;0.84;Positive
148700.00;-0.56;-0.12;0.85;Positive
148750.00;-0.57;-0.10;0.85;Positive
148800.00;-0.57;-0.12;0.82;Positive
148850.00;-0.57;-0.09;0.87;Positive
148900.00;-0.55;-0.09;0.86;Positive
148950.00;-0.56;-0.10;0.86;Positive
149000.00;-0.56;-0.10;0.89;Positive
149050.00;-0.62;-0.10;0.93;Positive
149100.00;-0.45;-0.10;0.93;Positive
149150.00;-0.53;-0.07;1.15;Positive
149200.00;-0.20;-0.19;0.96;Positive
149250.00;-0.07;-0.16;0.33;Positive
149300.00;0.38;-0.02;-0.38;Positive
149350.00;1.91;-0.30;-1.16;Positive
149400.00;1.05;0.26;0.03;Positive
149450.00;0.53;-0.35;-0.22;Positive
149500.00;1.38;-0.02;-0.20;Positive
149550.00;0.89;-0.14;-0.06;Positive
149600.00;1.10;-0.08;-0.06;Positive
149650.00;1.11;-0.13;-0.09;Positive
149700.00;0.97;-0.07;0.12;Positive
149750.00;0.81;-0.08;0.35;Positive
149800.00;0.38;-0.11;0.63;Positive
149850.00;0.09;-0.15;0.67;Positive
149900.00;-0.52;-0.14;0.84;Positive
149950.00;-0.86;-0.08;1.11;Positive
150000.00;-0.72;-0.13;1.04;Positive
150050.00;-0.41;-0.17;0.88;Positive
150100.00;-0.46;-0.11;0.89;Positive
150150.00;-0.44;-0.10;0.87;Positive
150200.00;-0.45;-0.11;0.88;Positive
150250.00;-0.45;-0.12;0.90;Positive
150300.00;-0.47;-0.12;0.92;Positive
150350.00;-0.46;-0.15;0.90;Positive
150400.00;-0.48;-0.12;0.92;Positive
150450.00;-0.46;-0.14;0.88;Positive
150500.00;-0.49;-0.11;0.91;Positive
150550.00;-0.48;-0.13;0.91;Positive
150600.00;-0.51;-0.10;0.92;Positive
150650.00;-0.57;-0.10;0.94;Positive
150700.00;-0.45;-0.05;0.99;Positive
150750.00;-0.60;-0.07;1.11;Positive
150800.00;-0.46;-0.03;1.06;Positive
150850.00;-0.19;-0.18;0.26;Positive
150900.00;0.66;0.05;-0.38;Positive
150950.00;1.99;-0.08;-0.85;Positive
151000.00;1.12;0.15;0.11;Positive
151050.00;0.46;-0.20;0.08;Positive
151100.00;1.37;-0.04;-0.14;Positive
151150.00;1.13;-0.14;-0.05;Positive
151200.00;0.97;-0.11;0.12;Positive
151250.00;1.02;-0.16;0.16;Positive
151300.00;0.80;-0.11;0.17;Positive
151350.00;-0.31;-0.17;0.35;Positive
151400.00;-0.95;-0.08;0.98;Positive
151450.00;-1.27;-0.14;1.13;Positive
151500.00;-0.57;-0.18;0.91;Positive
151550.00;-0.30;-0.20;0.83;Positive
151600.00;-0.44;-0.18;0.86;Positive
151650.00;-0.56;-0.12;0.90;Positive
151700.00;-0.48;-0.18;0.81;Positive
151750.00;-0.47;-0.11;0.85;Positive
151800.00;-0.45;-0.18;0.85;Positive
151850.00;-0.42;-0.12;0.90;Positive
151900.00;-0.42;-0.08;0.91;Positive
151950.00;-0.33;-0.08;0.95;Positive
152000.00;-0.25;0.08;0.84;
152050.00;-0.39;0.03;0.97;
152100.00;-0.44;-0.22;0.68;
152150.00;-0.44;-0.18;0.90;
152200.00;-0.44;-0.29;0.92;
152250.00;-0.51;-0.36;0.81;
152300.00;-0.29;-0.28;0.91;
152350.00;-0.45;-0.33;0.88;
152400.00;-0.30;-0.29;1.06;
152450.00;-0.50;-0.12;1.23;
152500.00;-0.54;-0.37;0.89;
152550.00;-0.41;-0.35;0.91;
152600.00;-0.31;-0.27;0.96;
152650.00;-0.36;-0.30;1.05;
152700.00;-0.32;-0.17;0.83;
152750.00;-0.30;-0.25;1.02;
152800.00;-0.20;-0.18;0.79;
152850.00;-0.54;-0.28;0.85;
152900.00;-0.44;-0.29;0.79;
152950.00;-0.31;-0.35;0.91;
153000.00;-0.47;-0.27;1.00;
153050.00;-0.38;-0.16;0.96;Negative
153100.00;-0.41;-0.28;0.90;Negative
153150.00;-0.19;-0.34;0.99;Negative
153200.00;-0.25;-0.36;0.99;Negative
153250.00;-0.25;-0.51;0.93;Negative
153300.00;-0.16;-0.34;0.86;Negative
153350.00;-0.18;-0.27;0.78;Negative
153400.00;-0.40;-0.39;0.86;Negative
153450.00;-0.28;-0.40;0.90;Negative
153500.00;-0.13;-0.29;0.92;Negative
153550.00;-0.09;-0.26;0.60;Negative
153600.00;-0.05;-0.19;0.83;Negative
153650.00;-0.30;-0.22;0.91;Negative
153700.00;-0.18;-0.10;1.36;Negative
153750.00;-0.12;0.01;1.26;Negative
153800.00;-0.13;-0.07;0.81;Negative
153850.00;-0.27;0.19;1.04;Negative
153900.00;-0.38;-0.03;0.88;Negative
153950.00;-0.72;-0.07;1.03;Negative
154000.00;-0.57;0.09;1.09;Negative
154050.00;-0.81;-0.01;1.08;Negative
154100.00;-1.82;1.47;0.16;Negative
154150.00;-0.62;0.11;0.62;Negative
154200.00;-0.69;0.08;0.44;Negative
154250.00;-0.69;0.15;0.76;Negative
154300.00;-0.52;0.25;0.82;Negative
154350.00;-0.44;0.25;0.60;Negative
154400.00;-0.52;0.17;0.94;Negative
154450.00;-0.45;0.22;0.85;Negative
154500.00;-0.56;0.23;0.45;Negative
154550.00;-0.35;0.23;0.74;Negative
154600.00;-0.11;0.69;0.95;Negative
154650.00;-0.27;0.73;1.42;Negative
154700.00;-0.20;0.79;1.31;Negative
154750.00;-0.16;0.62;1.16;Negative
154800.00;-0.22;0.56;0.82;Negative
154850.00;-0.22;0.43;0.77;Negative
154900.00;0.01;0.67;0.74;Negative
154950.00;-0.17;0.46;0.53;Negative
155000.00;0.03;0.51;1.10;Negative
155050.00;-0.01;0.51;0.77;Negative
155100.00;0.02;0.18;0.59;Negative
155150.00;0.22;0.43;0.76;Negative
155200.00;-0.31;0.34;0.72;Negative
155250.00;-0.23;0.79;0.99;Negative
155300.00;-0.38;0.72;0.85;Negative
155350.00;-0.46;0.50;0.64;Negative
155400.00;-0.52;0.45;0.66;Negative
155450.00;-0.50;0.37;0.63;Negative
155500.00;-0.55;0.18;0.41;Negative
155550.00;-0.42;0.22;0.51;Negative
155600.00;-0.11;0.16;0.74;Negative
155650.00;-0.33;0.28;0.76;Negative
155700.00;-0.24;0.54;1.09;Negative
155750.00;-0.36;0.77;0.80;Negative
155800.00;-0.28;0.91;0.88;Negative
155850.00;-0.13;0.57;0.93;Negative
155900.00;-0.26;0.50;1.10;Negative
155950.00;-0.18;0.55;1.03;Negative
156000.00;-0.16;0.50;0.83;Negative
156050.00;-0.21;0.48;0.75;Negative
156100.00;-0.17;0.53;0.71;Negative
156150.00;-0.04;0.49;0.89;Negative
156200.00;-0.03;0.35;1.07;Negative
156250.00;-0.02;0.46;1.29;Negative
156300.00;0.01;0.53;1.29;Negative
156350.00;-0.08;0.45;1.05;Negative
156400.00;-0.25;0.29;0.78;Negative
156450.00;-0.23;0.35;0.77;Negative
156500.00;-0.19;0.41;0.80;Negative
156550.00;-0.29;0.42;0.74;Negative
156600.00;-0.36;0.47;0.74;Negative
156650.00;-0.31;0.38;0.61;Negative
156700.00;-0.32;0.31;0.45;Negative
156750.00;-0.24;0.43;0.84;Negative
156800.00;-0.29;0.41;0.86;Negative
156850.00;-0.32;0.48;0.87;Negative
156900.00;-0.26;0.49;0.90;Negative
156950.00;-0.25;0.53;0.94;Negative
157000.00;-0.24;0.49;0.86;Negative
157050.00;-0.27;0.49;0.86;Negative
157100.00;-0.26;0.44;0.90;Negative
157150.00;-0.25;0.47;0.96;Negative
157200.00;-0.26;0.41;0.89;Negative
157250.00;-0.28;0.42;0.89;Negative
157300.00;-0.22;0.43;0.93;Negative
157350.00;-0.23;0.43;0.87;Negative
157400.00;-0.22;0.43;0.88;Negative
157450.00;-0.22;0.41;0.85;Negative
157500.00;-0.22;0.44;0.88;Negative
157550.00;-0.22;0.43;0.89;Negative
157600.00;-0.22;0.44;0.90;Negative
157650.00;-0.23;0.39;0.83;Negative
157700.00;-0.25;0.37;0.80;Negative
157750.00;-0.19;0.36;0.82;Negative
157800.00;-0.21;0.39;0.92;Negative
157850.00;-0.17;0.44;1.00;Negative
157900.00;-0.13;0.46;1.01;Negative
157950.00;-0.16;0.44;0.94;Negative
158000.00;-0.19;0.44;0.91;Negative
158050.00;-0.15;0.43;0.91;Negative
158100.00;-0.00;0.48;0.92;Negative
158150.00;-0.11;0.43;0.85;Negative
158200.00;-0.16;0.40;0.81;Negative
158250.00;-0.09;0.37;0.81;Negative
158300.00;-0.10;0.36;0.80;Negative
158350.00;-0.07;0.33;0.61;Negative
158400.00;-0.06;0.25;0.67;Negative
158450.00;-0.17;0.47;1.14;Negative
158500.00;-0.27;0.52;1.56;Negative
158550.00;-0.14;0.18;1.80;Negative
158600.00;-0.11;-0.01;2.00;Negative
158650.00;-0.14;-0.29;2.00;Negative
158700.00;0.29;0.09;0.49;Negative
158750.00;0.04;0.11;-0.04;Negative
158800.00;0.01;0.08;-0.12;Negative
158850.00;-0.01;0.04;-0.05;Negative
158900.00;-0.05;-0.05;-0.05;Negative
158950.00;-0.00;0.07;-0.07;Negative
159000.00;0.04;0.14;-0.01;Negative
159050.00;-0.37;-0.72;-0.19;Negative
159100.00;1.11;-0.79;-2.00;Negative
159150.00;0.56;0.05;-0.84;Negative
159200.00;-0.16;-0.85;1.32;Negative
159250.00;-0.45;-0.29;0.74;Negative
159300.00;0.26;-0.20;1.06;Negative
159350.00;-0.08;-0.47;1.08;Negative
159400.00;-0.07;-0.31;0.96;Negative
159450.00;0.14;-0.25;1.00;Negative
159500.00;-0.05;-0.55;0.72;Negative
159550.00;-0.08;-0.50;0.71;Negative
159600.00;-0.18;-0.33;0.76;Negative
159650.00;-0.21;-0.36;0.61;Negative
159700.00;-0.24;-0.16;0.67;Negative
159750.00;0.17;-0.17;0.65;Negative
159800.00;0.37;-0.08;0.76;Negative
159850.00;-0.16;-0.91;1.07;Negative
159900.00;0.47;-0.43;0.78;Negative
159950.00;0.83;-0.39;1.44;Negative
160000.00;0.48;-0.48;1.71;Negative
160050.00;0.34;-0.41;1.17;Negative
160100.00;0.17;-0.32;0.84;Negative
160150.00;-0.02;-0.26;0.67;Negative
160200.00;0.12;-0.37;0.67;Negative
160250.00;0.44;-0.60;0.68;Negative
160300.00;0.39;-0.49;1.02;Negative
160350.00;0.36;-0.49;1.01;Negative
160400.00;0.21;-0.52;0.94;Negative
160450.00;0.25;-0.35;1.15;Negative
160500.00;0.15;-0.50;0.78;Negative
160550.00;0.15;-0.38;0.98;Negative
160600.00;0.05;-0.34;0.95;Negative
160650.00;0.09;-0.33;0.88;Negative
160700.00;0.20;-0.39;0.83;Negative
160750.00;-0.12;-0.30;0.66;Negative
160800.00;0.00;-0.05;0.84;Negative
160850.00;-0.41;0.63;0.39;Negative
160900.00;0.17;0.30;0.90;Negative
160950.00;-0.13;-0.08;1.45;Negative
161000.00;0.06;0.23;0.98;Negative
161050.00;0.14;-0.06;0.84;Negative
161100.00;0.05;-0.38;0.71;Negative
161150.00;-0.14;0.05;0.91;Negative
161200.00;-0.20;-0.36;1.00;Negative
161250.00;-0.29;-0.45;0.98;Negative
161300.00;0.04;-0.39;1.04;Negative
161350.00;-0.04;-0.33;1.01;Negative
161400.00;-0.08;-0.37;0.94;Negative
161450.00;-0.48;-0.33;0.88;Negative
161500.00;0.15;0.53;1.32;Negative
161550.00;-0.25;0.04;1.01;Negative
161600.00;-0.15;-0.45;0.68;Negative
161650.00;0.01;-0.46;0.86;Negative
161700.00;0.00;-0.74;0.49;Negative
161750.00;0.20;-1.16;0.62;Negative
161800.00;0.17;-1.12;1.07;Negative
161850.00;0.54;-1.02;1.11;Negative
161900.00;0.60;-1.24;0.98;Negative
161950.00;0.67;-2.00;0.24;Negative
162000.00;-0.11;0.15;-0.71;Negative
162050.00;-0.05;0.02;-0.04;Negative
162100.00;0.35;1.84;-0.09;Negative
162150.00;1.00;2.00;0.07;Negative
162200.00;0.37;-0.17;1.11;Negative
162250.00;0.11;0.26;0.77;Negative
162300.00;1.35;1.34;0.82;Negative
162350.00;1.01;-1.34;2.00;Negative
162400.00;0.81;-0.18;0.28;Negative
162450.00;0.34;-0.29;1.25;Negative
162500.00;0.16;0.20;1.17;Negative
162550.00;0.28;0.29;0.88;Negative
162600.00;0.21;0.13;1.06;Negative
162650.00;0.15;-0.06;1.07;Negative
162700.00;0.14;0.13;0.96;Negative
162750.00;0.11;0.12;1.02;Negative
162800.00;-0.05;0.06;0.84;Negative
162850.00;-0.11;0.11;1.08;Negative
162900.00;0.09;0.06;1.02;Negative
162950.00;-0.15;0.04;0.98;Negative
163000.00;0.01;0.06;0.98;Negative
163050.00;-0.08;0.02;0.99;Negative
163100.00;-0.00;-0.00;1.03;Negative
163150.00;-0.02;-0.06;1.00;Negative
163200.00;-0.10;-0.01;1.04;Negative
163250.00;0.15;-0.09;1.07;Negative
163300.00;-0.01;0.01;1.00;Negative
163350.00;-0.06;-0.09;1.00;Negative
163400.00;0.09;-0.01;0.95;Negative
163450.00;-0.04;-0.15;0.96;Negative
163500.00;0.06;-0.09;1.08;Negative
163550.00;-0.11;-0.07;0.98;Negative
163600.00;-0.17;-0.11;0.96;Negative
163650.00;-0.09;-0.05;0.99;Negative
163700.00;-0.28;-0.05;0.98;Negative
163750.00;-0.10;-0.06;0.97;Negative
163800.00;-0.19;-0.07;1.03;Negative
163850.00;-0.12;-0.08;0.99;Negative
163900.00;-0.14;-0.06;1.01;Negative
163950.00;-0.18;-0.07;1.02;Negative
164000.00;-0.12;0.00;1.03;Negative
164050.00;-0.12;0.06;1.02;Negative
164100.00;-0.13;0.01;0.97;Negative
164150.00;-0.22;0.02;0.99;Negative
164200.00;-0.23;-0.06;0.95;Negative
164250.00;-0.16;-0.03;1.05;Negative
164300.00;-0.16;-0.00;1.01;Negative
164350.00;-0.19;0.10;1.03;Negative
164400.00;-0.24;0.11;1.00;Negative
164450.00;-0.18;0.09;1.03;Negative
164500.00;-0.18;-0.01;1.01;Negative
164550.00;-0.18;0.00;0.97;Negative
164600.00;-0.21;-0.01;1.05;Negative
164650.00;-0.19;-0.04;1.02;Negative
164700.00;-0.21;0.04;1.04;Negative
164750.00;-0.16;0.03;0.85;Negative
164800.00;-0.21;0.07;0.84;Negative
164850.00;-0.16;0.01;0.75;Negative
164900.00;-0.22;-0.07;0.65;Negative
164950.00;-0.11;0.09;0.72;Negative
165000.00;-0.39;-0.14;1.76;Negative
165050.00;0.29;-0.59;1.15;Negative
165100.00;0.38;-0.56;2.00;Negative
165150.00;0.31;-0.42;1.85;Negative
165200.00;-0.09;-0.17;1.10;Negative
165250.00;-0.21;-0.18;0.20;Negative
165300.00;-0.08;-0.01;0.11;Negative
165350.00;-0.07;-0.04;0.07;Negative
165400.00;-0.03;0.01;-0.00;Negative
165450.00;-1.71;-1.47;0.95;Negative
165500.00;1.09;1.08;0.06;Negative
165550.00;-0.13;-0.05;1.66;Negative
165600.00;-0.24;-0.33;0.49;Negative
165650.00;-0.22;-0.24;0.65;Negative
165700.00;-0.18;-0.21;0.74;Negative
165750.00;-0.16;-0.17;0.90;Negative
165800.00;-0.19;-0.15;1.15;Negative
165850.00;-0.19;-0.16;1.03;Negative
165900.00;-0.23;-0.10;1.02;Negative
165950.00;-0.27;-0.09;0.98;Negative
166000.00;-0.23;-0.06;1.12;Negative
166050.00;-0.17;-0.08;1.01;Negative
166100.00;-0.19;-0.15;0.86;Negative
166150.00;-0.30;-0.17;0.93;Negative
166200.00;-0.22;-0.10;1.01;Negative
166250.00;-0.08;-0.25;0.92;Negative
166300.00;-0.05;-0.21;0.99;Negative
166350.00;-0.06;-0.26;1.01;Negative
166400.00;0.03;-0.26;1.00;Negative
166450.00;0.13;-0.19;1.09;Negative
166500.00;0.06;-0.25;1.16;Negative
166550.00;-0.04;-0.16;1.40;Negative
166600.00;0.07;-0.04;1.12;Negative
166650.00;-0.05;-0.20;1.03;Negative
166700.00;-0.08;0.36;0.75;Negative
166750.00;-0.09;0.43;0.56;Negative
166800.00;-0.20;0.58;0.70;Negative
166850.00;-0.14;0.85;1.16;Negative
166900.00;-0.45;0.65;0.58;Negative
166950.00;-0.23;0.75;0.56;Negative
167000.00;-0.35;0.75;0.46;Negative
167050.00;-0.37;0.80;0.51;Negative
167100.00;-0.42;0.87;0.50;Negative
167150.00;-0.33;0.87;0.48;Negative
167200.00;-0.32;0.86;0.45;Negative
167250.00;-0.33;0.86;0.44;Negative
167300.00;-0.31;0.85;0.44;Negative
167350.00;-0.31;0.86;0.43;Negative
167400.00;-0.32;0.88;0.41;Negative
167450.00;-0.32;0.83;0.34;Negative
167500.00;-0.26;0.81;0.22;Negative
167550.00;-0.36;0.77;0.25;Negative
167600.00;-0.41;0.74;-0.51;Negative
167650.00;-0.76;1.01;-0.28;Negative
167700.00;-0.43;1.17;-0.49;Negative
167750.00;-0.35;1.06;-0.49;Negative
167800.00;-0.13;0.73;-0.66;Negative
167850.00;0.01;0.58;-0.78;Negative
167900.00;-0.01;0.59;-0.56;Negative
167950.00;0.04;0.55;-0.92;Negative
168000.00;0.00;0.56;-0.82;Negative
168050.00;0.01;0.57;-0.81;Negative
168100.00;0.01;0.56;-0.92;Negative
168150.00;0.01;0.60;-0.78;Negative
168200.00;0.01;0.62;-0.84;Negative
168250.00;-0.02;0.58;-0.79;Negative
168300.00;-0.02;0.55;-0.77;Negative
168350.00;-0.02;0.54;-0.86;Negative
168400.00;-0.04;0.60;-0.78;Negative
168450.00;-0.04;0.60;-0.76;Negative
168500.00;-0.06;0.65;-0.83;Negative
168550.00;-0.09;0.70;-0.71;Negative
168600.00;-0.20;0.91;-0.53;Negative
168650.00;-0.38;1.24;-0.45;Negative
168700.00;-0.27;1.21;-0.36;Negative
168750.00;-0.35;1.56;0.21;Negative
168800.00;-0.19;1.05;-0.23;Negative
168850.00;-0.04;0.23;0.52;Negative
168900.00;-0.05;-0.06;0.65;Negative
168950.00;-0.37;-0.25;0.92;Negative
169000.00;-0.06;-0.19;1.13;Negative
169050.00;-0.12;-0.22;1.06;Negative
169100.00;-0.14;-0.21;1.04;Negative
169150.00;-0.18;-0.21;1.15;Negative
169200.00;-0.12;-0.21;0.95;Negative
169250.00;-0.15;-0.20;1.00;Negative
169300.00;-0.11;-0.20;1.07;Negative
169350.00;-0.10;-0.19;0.95;Negative
169400.00;-0.09;-0.17;1.06;Negative
169450.00;-0.17;-0.17;1.17;Negative
169500.00;0.10;-0.04;0.96;Negative
169550.00;0.09;0.11;0.72;Negative
169600.00;0.99;0.68;0.69;Negative
169650.00;0.50;0.53;0.69;Negative
169700.00;0.86;0.38;-0.02;Negative
169750.00;0.59;0.33;0.48;Negative
169800.00;0.89;0.10;0.06;Negative
169850.00;1.08;0.06;-0.02;Negative
169900.00;1.07;0.22;0.12;Negative
169950.00;0.96;0.26;-0.02;Negative
170000.00;0.98;0.20;0.07;Negative
170050.00;0.97;0.16;0.07;Negative
170100.00;0.97;0.19;0.08;Negative
170150.00;1.00;0.20;0.08;Negative
170200.00;0.96;0.20;0.10;Negative
170250.00;0.97;0.22;0.09;Negative
170300.00;0.98;0.22;0.09;Negative
170350.00;1.02;0.24;0.12;Negative
170400.00;0.96;0.23;0.12;Negative
170450.00;0.89;0.22;0.37;Negative
170500.00;0.69;0.29;0.61;Negative
170550.00;0.45;0.23;0.48;Negative
170600.00;0.26;0.66;1.06;Negative
170650.00;0.08;0.40;0.92;Negative
170700.00;-0.27;0.01;0.66;Negative
170750.00;-0.57;0.01;0.78;Negative
170800.00;-0.83;0.05;0.65;Negative
170850.00;-0.94;-0.03;0.57;Negative
170900.00;-1.09;-0.08;0.30;Negative
170950.00;-1.05;-0.07;0.01;Negative
171000.00;-1.12;-0.12;0.18;Negative
171050.00;-0.96;-0.12;0.00;Negative
171100.00;-0.99;-0.05;-0.02;Negative
171150.00;-0.93;-0.05;-0.03;Negative
171200.00;-0.97;-0.09;-0.16;Negative
171250.00;-1.01;-0.11;-0.05;Negative
171300.00;-0.99;-0.11;-0.09;Negative
171350.00;-1.06;-0.08;-0.05;Negative
171400.00;-1.00;-0.10;-0.09;Negative
171450.00;-1.00;-0.12;-0.11;Negative
171500.00;-1.01;-0.13;-0.05;Negative
171550.00;-0.97;-0.09;-0.13;Negative
171600.00;-1.03;-0.06;0.02;Negative
171650.00;-1.14;-0.12;0.08;Negative
171700.00;-1.23;-0.10;0.22;Negative
171750.00;-1.05;-0.01;0.01;Negative
171800.00;-0.78;-0.32;0.96;Negative
171850.00;-0.14;-0.00;0.64;Negative
171900.00;-0.04;0.00;1.15;Negative
171950.00;0.71;0.07;0.28;Negative
172000.00;0.40;0.14;0.55;Negative
172050.00;0.59;0.12;1.08;Negative
172100.00;0.50;0.07;0.76;Negative
172150.00;0.58;0.02;0.83;Negative
172200.00;0.59;0.02;0.86;Negative
172250.00;0.59;0.03;0.92;Negative
172300.00;0.58;0.01;0.77;Negative
172350.00;0.59;0.06;0.81;Negative
172400.00;0.55;0.05;0.86;Negative
172450.00;0.56;0.06;0.82;Negative
172500.00;0.55;0.06;0.85;Negative
172550.00;0.51;0.07;0.86;Negative
172600.00;0.48;0.06;0.88;Negative
172650.00;0.44;0.05;0.91;Negative
172700.00;0.35;0.12;0.85;Negative
172750.00;-0.16;0.23;0.69;Negative
172800.00;-0.92;0.28;1.06;Negative
172850.00;-0.81;0.30;0.71;Negative
172900.00;-0.87;0.14;0.20;Negative
172950.00;-0.89;0.31;0.46;Negative
173000.00;-0.94;0.13;0.24;Negative
173050.00;-0.94;0.21;0.39;Negative
173100.00;-0.95;0.18;0.39;Negative
173150.00;-0.97;0.22;0.38;Negative
173200.00;-0.94;0.18;0.40;Negative
173250.00;-0.89;0.21;0.40;Negative
173300.00;-0.87;0.18;0.38;Negative
173350.00;-0.87;0.21;0.51;Negative
173400.00;-0.87;0.15;0.47;Negative
173450.00;-0.85;0.23;0.54;Negative
173500.00;-0.78;0.27;0.60;Negative
173550.00;-0.75;0.21;0.57;Negative
173600.00;-0.69;0.31;0.74;Negative
173650.00;-0.66;0.26;0.74;Negative
173700.00;-0.35;0.27;0.76;Negative
173750.00;-0.02;0.36;1.03;Negative
173800.00;-0.23;0.42;0.60;Negative
173850.00;-0.01;0.42;0.86;Negative
173900.00;0.02;0.50;0.92;Negative
173950.00;0.09;0.57;0.94;Negative
174000.00;-0.02;0.35;0.80;Negative
174050.00;0.08;0.05;0.87;Negative
174100.00;0.12;0.42;1.14;Negative
174150.00;-0.15;0.22;0.71;Negative
174200.00;-0.29;0.46;0.99;Negative
174250.00;0.05;0.22;0.97;Negative
174300.00;0.01;0.22;1.00;Negative
174350.00;0.12;0.09;0.86;Negative
174400.00;0.04;0.14;1.07;Negative
174450.00;0.23;0.25;1.09;Negative
174500.00;0.16;0.23;1.05;Negative
174550.00;0.32;0.30;1.08;Negative
174600.00;0.11;0.16;1.00;Negative
174650.00;0.08;0.13;1.08;Negative
174700.00;0.02;-0.01;1.06;Negative
174750.00;-0.03;-0.18;1.06;Negative
174800.00;-0.01;-0.29;0.98;Negative
174850.00;0.06;-0.30;0.94;Negative
